Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag
HTI,2017-01-01,2017-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6180,"Value Local Currency, 2015 prices",2017,2017,LCU,180.1677750000,E
HTI,2018-01-01,2018-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6180,"Value Local Currency, 2015 prices",2018,2018,LCU,152.1348440000,E
HTI,2019-01-01,2019-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6180,"Value Local Currency, 2015 prices",2019,2019,LCU,182.4459285000,E
HTI,2020-01-01,2020-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6180,"Value Local Currency, 2015 prices",2020,2020,LCU,334.7286240000,E
HTI,2021-01-01,2021-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6180,"Value Local Currency, 2015 prices",2021,2021,LCU,436.7419306000,E
HTI,1970-01-01,1970-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1970,1970,US$,7.9610795750,E
HTI,1971-01-01,1971-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1971,1971,US$,8.9488133720,E
HTI,1972-01-01,1972-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1972,1972,US$,8.4645586750,E
HTI,1973-01-01,1973-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1973,1973,US$,9.7993912240,E
HTI,1974-01-01,1974-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1974,1974,US$,10.8465266600,E
HTI,1975-01-01,1975-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1975,1975,US$,13.2822198500,E
HTI,1976-01-01,1976-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1976,1976,US$,14.6350385400,E
HTI,1977-01-01,1977-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1977,1977,US$,14.8736533100,E
HTI,1978-01-01,1978-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1978,1978,US$,16.2886078300,E
HTI,1979-01-01,1979-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1979,1979,US$,14.9051749700,E
HTI,1980-01-01,1980-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1980,1980,US$,19.3984772000,E
HTI,1981-01-01,1981-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1981,1981,US$,19.4719110000,E
HTI,1982-01-01,1982-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1982,1982,US$,20.5257667100,E
HTI,1983-01-01,1983-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1983,1983,US$,21.0814245600,E
HTI,1984-01-01,1984-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1984,1984,US$,21.8087802900,E
HTI,1985-01-01,1985-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1985,1985,US$,22.7128195500,E
HTI,1986-01-01,1986-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1986,1986,US$,24.0210358900,E
HTI,1987-01-01,1987-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1987,1987,US$,22.6791720600,E
HTI,1988-01-01,1988-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1988,1988,US$,23.6084484700,E
HTI,1989-01-01,1989-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1989,1989,US$,28.5151504700,E
HTI,1990-01-01,1990-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1990,1990,US$,30.8758021300,E
HTI,1991-01-01,1991-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1991,1991,US$,34.9737705300,E
HTI,1992-01-01,1992-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1992,1992,US$,22.4601734300,E
HTI,1993-01-01,1993-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1993,1993,US$,16.2527030800,E
HTI,1994-01-01,1994-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1994,1994,US$,21.6334887800,E
HTI,1995-01-01,1995-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1995,1995,US$,31.4179715400,E
HTI,1996-01-01,1996-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1996,1996,US$,33.4030848000,E
HTI,1997-01-01,1997-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1997,1997,US$,29.5370934200,E
HTI,1998-01-01,1998-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1998,1998,US$,37.4948971300,E
HTI,1999-01-01,1999-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",1999,1999,US$,35.0573612300,E
HTI,2000-01-01,2000-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2000,2000,US$,26.2043432000,E
HTI,2001-01-01,2001-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2001,2001,US$,27.6197725300,E
HTI,2002-01-01,2002-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2002,2002,US$,32.9546306900,E
HTI,2003-01-01,2003-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2003,2003,US$,45.1018154000,E
HTI,2004-01-01,2004-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2004,2004,US$,38.9600869200,E
HTI,2005-01-01,2005-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2005,2005,US$,35.7026532300,E
HTI,2006-01-01,2006-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2006,2006,US$,49.2339310800,E
HTI,2007-01-01,2007-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2007,2007,US$,39.0448478700,E
HTI,2008-01-01,2008-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2008,2008,US$,50.7136227900,E
HTI,2009-01-01,2009-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2009,2009,US$,64.9638224600,E
HTI,2010-01-01,2010-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2010,2010,US$,101.0053126000,E
HTI,2011-01-01,2011-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2011,2011,US$,112.5655968000,E
HTI,2012-01-01,2012-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2012,2012,US$,120.4325986000,E
HTI,2013-01-01,2013-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2013,2013,US$,108.4336326000,E
HTI,2014-01-01,2014-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2014,2014,US$,97.3005751500,E
HTI,2015-01-01,2015-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2015,2015,US$,100.0000000000,E
HTI,2016-01-01,2016-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2016,2016,US$,111.5801497000,E
HTI,2017-01-01,2017-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2017,2017,US$,141.0484664000,E
HTI,2018-01-01,2018-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2018,2018,US$,113.3913777000,E
HTI,2019-01-01,2019-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2019,2019,US$,104.1624120000,E
HTI,2020-01-01,2020-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2020,2020,US$,181.5092228000,E
HTI,2021-01-01,2021-12-31,93,'332,Haiti,22025,Gross Fixed Capital Formation Deflator,6179,"Value US$, 2015 prices",2021,2021,US$,248.1951976000,E
HTI,1970-01-01,1970-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1970,1970,LCU,1.0065351800,E
HTI,1971-01-01,1971-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1971,1971,LCU,1.0354671250,E
HTI,1972-01-01,1972-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1972,1972,LCU,1.0514510260,E
HTI,1973-01-01,1973-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1973,1973,LCU,1.2595077960,E
HTI,1974-01-01,1974-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1974,1974,LCU,1.4421907620,E
HTI,1975-01-01,1975-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1975,1975,LCU,1.7187794140,E
HTI,1976-01-01,1976-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1976,1976,LCU,2.0446765370,E
HTI,1977-01-01,1977-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1977,1977,LCU,2.1923784890,E
HTI,1978-01-01,1978-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1978,1978,LCU,2.1506412040,E
HTI,1979-01-01,1979-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1979,1979,LCU,2.2179055080,E
HTI,1980-01-01,1980-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1980,1980,LCU,2.6448152860,E
HTI,1981-01-01,1981-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1981,1981,LCU,2.7864423720,E
HTI,1982-01-01,1982-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1982,1982,LCU,3.0088462290,E
HTI,1983-01-01,1983-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1983,1983,LCU,3.2829675890,E
HTI,1984-01-01,1984-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1984,1984,LCU,3.6615475530,E
HTI,1985-01-01,1985-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1985,1985,LCU,4.0272231290,E
HTI,1986-01-01,1986-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1986,1986,LCU,4.5075548980,E
HTI,1987-01-01,1987-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1987,1987,LCU,3.9756922800,E
HTI,1988-01-01,1988-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1988,1988,LCU,3.8992445890,E
HTI,1989-01-01,1989-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1989,1989,LCU,4.0670486700,E
HTI,1990-01-01,1990-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1990,1990,LCU,4.6689520690,E
HTI,1991-01-01,1991-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1991,1991,LCU,5.4024568900,E
HTI,1992-01-01,1992-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1992,1992,LCU,7.4599854480,E
HTI,1993-01-01,1993-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1993,1993,LCU,7.4313224580,E
HTI,1994-01-01,1994-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1994,1994,LCU,11.7065869300,E
HTI,1995-01-01,1995-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1995,1995,LCU,10.3486122400,E
HTI,1996-01-01,1996-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1996,1996,LCU,9.7156928650,E
HTI,1997-01-01,1997-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1997,1997,LCU,12.1941110200,E
HTI,1998-01-01,1998-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1998,1998,LCU,14.4935269900,E
HTI,1999-01-01,1999-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",1999,1999,LCU,17.4827562900,E
HTI,2000-01-01,2000-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2000,2000,LCU,20.3952561100,E
HTI,2001-01-01,2001-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2001,2001,LCU,22.4117401200,E
HTI,2002-01-01,2002-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2002,2002,LCU,24.3054803500,E
HTI,2003-01-01,2003-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2003,2003,LCU,28.3303855800,E
HTI,2004-01-01,2004-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2004,2004,LCU,33.7762161000,E
HTI,2005-01-01,2005-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2005,2005,LCU,39.6679304500,E
HTI,2006-01-01,2006-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2006,2006,LCU,44.7127335300,E
HTI,2007-01-01,2007-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2007,2007,LCU,49.8993247700,E
HTI,2008-01-01,2008-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2008,2008,LCU,58.6179299900,E
HTI,2009-01-01,2009-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2009,2009,LCU,66.7392920400,E
HTI,2010-01-01,2010-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2010,2010,LCU,71.1253208500,E
HTI,2011-01-01,2011-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2011,2011,LCU,77.8112998500,E
HTI,2012-01-01,2012-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2012,2012,LCU,83.6491462200,E
HTI,2013-01-01,2013-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2013,2013,LCU,87.8417726500,E
HTI,2014-01-01,2014-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2014,2014,LCU,90.6926424400,E
HTI,2015-01-01,2015-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2015,2015,LCU,100.0000000000,E
HTI,2016-01-01,2016-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2016,2016,LCU,120.9340079000,E
HTI,2017-01-01,2017-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2017,2017,LCU,145.8968722000,E
HTI,2018-01-01,2018-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2018,2018,LCU,154.8259315000,E
HTI,2019-01-01,2019-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2019,2019,LCU,184.8582941000,E
HTI,2020-01-01,2020-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2020,2020,LCU,238.0109541000,E
HTI,2021-01-01,2021-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6180,"Value Local Currency, 2015 prices",2021,2021,LCU,294.5726082000,E
HTI,1970-01-01,1970-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1970,1970,US$,10.2075604600,E
HTI,1971-01-01,1971-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1971,1971,US$,10.5009675700,E
HTI,1972-01-01,1972-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1972,1972,US$,10.6630255800,E
HTI,1973-01-01,1973-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1973,1973,US$,12.7730279300,E
HTI,1974-01-01,1974-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1974,1974,US$,14.6256559000,E
HTI,1975-01-01,1975-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1975,1975,US$,17.4306324700,E
HTI,1976-01-01,1976-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1976,1976,US$,20.7356481900,E
HTI,1977-01-01,1977-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1977,1977,US$,22.2335358200,E
HTI,1978-01-01,1978-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1978,1978,US$,21.8102661100,E
HTI,1979-01-01,1979-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1979,1979,US$,22.4924126100,E
HTI,1980-01-01,1980-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1980,1980,US$,26.8218264800,E
HTI,1981-01-01,1981-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1981,1981,US$,28.2581071700,E
HTI,1982-01-01,1982-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1982,1982,US$,30.5135681400,E
HTI,1983-01-01,1983-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1983,1983,US$,33.2935110700,E
HTI,1984-01-01,1984-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1984,1984,US$,37.1327985000,E
HTI,1985-01-01,1985-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1985,1985,US$,40.8412188600,E
HTI,1986-01-01,1986-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1986,1986,US$,45.7124003800,E
HTI,1987-01-01,1987-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1987,1987,US$,40.3186298100,E
HTI,1988-01-01,1988-12-31,93,'332,Haiti,22026,"Value Added Deflator (Agriculture, forestry and fishery)",6179,"Value US$, 2015 prices",1988,1988,US$,39.5433519600,E
